Year,Agreement_Type,Source_URL,Main_Title,Issued by,Date of Issue,Decision number,Date of entry into force of collective agreement,Expiry date of collective agreement,Date of signature of collective agreement,General applicability,Employer side,Employee side,PDF_1,PDF_2,PDF_3,PDF_4,PDF_5,PDF_6,PDF_7,Comments
2024,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2024/4,Kollektivavtal för hamnbranchen,Committee for Confirming the General Applicability of Collective Agreements,6.5.2024,4/2024,4.4.2023,31.3.2025,4.4.2023,Kollektivavtalet är allmänt bindande,Arbetsgivarna för servicebranscherna PALTA rf,"Förbundet för den offentliga sektorn och välfärdsområdena JHL rf, Unionen för hamnar och vattenleder rf",SatamaStmRuotsi2304.pdf,SatamaStmRuotsi2204.pdf,SatamaStmRuotsi2003Uusiversio.pdf,,,,,
2024,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2024/5,"Huvi-, teema- ja elämyspuistoja koskeva työehtosopimus",Committee for Confirming the General Applicability of Collective Agreements,6.5.2024,5/2024,1.4.2025,31.3.2028,7.5.2025,Työehtosopimus on yleissitova,Matkailu- ja Ravintolapalvelut Mara ry,Palvelualojen ammattiliitto PAM ry,Huvipuisto2504.pdf,Huvipuisto2304.pdf,Liite4.pdf,Huvipuisto2204.pdf,HuvipuistoUusi2010.pdf,,,
2024,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2024/6,Rahoitusalan työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,17.6.2024,6/2024,28.3.2025,29.2.2028,28.3.2025,Työehtosopimus on yleissitova,Palvelualojen työnantajat PALTA ry,"Ammattiliitto Pro ry, Ylemmät Toimihenkilöt YTN ry",Rahoitus2503.pdf,Rahoitus2303.pdf,Rahoitus2203.pdf,,,,,
2024,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2024/7,Pahvin- ja paperinjalostusalan työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,2.9.2024,7/2024,1.4.2025,31.3.2028,3.4.2025,Työehtosopimus on yleissitova,Pahvin- ja Paperinjalostajat JALO ry,Paperiliitto ry,PahvPap2504.pdf,PahvPap2401.pdf,PahvPap2203.pdf,TT54PahvPap2002.pdf,,,,
2024,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2024/8,Pahvin- ja paperinjalostusalan toimihenkilöiden työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,16.12.2024,8/2024,1.1.2024,31.1.2026,16.2.2024,Työehtosopimus on yleissitova,Pahvin- ja paperinjalostajat Jalo ry,Ammattiliitto Pro ry,Pahpapjalth2401.pdf,Pahpapjalth2203.pdf,TT143pahpapjalth2003.pdf,,,,,
2025,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2025/2,Yksityisen opetusalan hallinto- ja tukipalveluhenkilöstön työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,10.3.2025,2/2025,23.5.2024,31.3.2026,23.5.2024,Työehtosopimus on yleissitova,Sivistysala ry,"Ammattiliitto Jyty ry, Julkisten ja hyvinvointialojen liitto JHL ry",Yksityisenopetusalanhallintojatuki2405.pdf,Yksityisenopetusalanhallintojatukip2405.pdf,,,,,,
2025,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2025/3,Ammatillisten aikuiskoulutuskeskusten hallinto- ja tukipalveluhenkilöstön työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,10.3.2025,1/2025,23.5.2024,31.3.2026,23.5.2024,Työehtosopimus on yleissitova,Sivistysala ry,"Ammattiliitto Jyty ry, Julkisten ja hyvinvointialojen liitto JHL ry",Ammatillistenaikuiskoulutushallintojatuki2405.pdf,Ammatillistenaikuiskoulutushallintojatukip2405.pdf,,,,,,
2025,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2025/4,Kollektivavtal för undervisningspersonal inom den privata undervisningssektorn,Committee for Confirming the General Applicability of Collective Agreements,19.5.2025,4/2025,28.6.2024,31.3.2027,28.6.2024,Kollektivavtalet är allmänt bindande,Bildningsbranschen rf,Undervisningssektorns Fackorganisation OAJ rf,YksityisopetusalanopetushenkilostoStmRuotsi2406.pdf,,,,,,,
2025,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2025/5,Ammatillisten aikuiskoulutuskeskusten opetushenkilöstön työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,19.5.2025,3/2025,21.8.2024,31.3.2027,21.8.2024,Työehtosopimus on yleissitova,Sivistysala ry,Opetusalan Ammattijärjestö OAJ ry,Ammatilaikuisopetus2408.pdf,,,,,,,
2025,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2025/6,Riksomfattande kollektivavtal för personliga assistenter,Committee for Confirming the General Applicability of Collective Agreements,6.10.2025,6/2025,1.5.2025,30.4.2028,8.5.2025,Kollektivavtalet är allmänt bindande,Heta – henkilökohtaisten avustajien työnantajien liitto ry,Förbundet för den offentliga sektorn och välfärdsområdena JHL rf,HenkilokohtaisiaavustajiaStmRuotsi2505.pdf,,,,,,,
2025,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2025/7,Kollektivavtal för tjänsteinnehavare mellan Medieförbundet och Fackförbundet Pro samt Viestintäalan toimihenkilöt Grafinet ry,Committee for Confirming the General Applicability of Collective Agreements,6.10.2025,5/2025,1.3.2025,29.2.2028,14.3.2025,Kollektivavtalet är allmänt bindande,Medieförbundet rf,"Fackförbundet Pro rf, Viestintäalan toimihenkilöt Grafinet ry",MedialiittoProGrafinettoimihenkilotStmRuotsi2503.pdf,,,,,,,
2025,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2025/8,Kollektivavtal för bilmän inom livsmedelsindustrin,Committee for Confirming the General Applicability of Collective Agreements,10.11.2025,8/2025,25.4.2025,31.1.2028,25.4.2025,Kollektivavtalet är inte allmänt bindande,Livsmedelsindustriförbundet rf,Bil- och Transportbranschens Arbetarförbund AKT rf,,,,,,,,
2025,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2025/9,Kollektivavtal för färjor,Committee for Confirming the General Applicability of Collective Agreements,10.11.2025,7/2025,26.3.2025,29.2.2028,26.3.2025,Kollektivavtalet är allmänt bindande,Arbetsgivarna för servicebranscherna PALTA rf,Unionen för hamnar och vattenleder rf,LossiStmRuotsi2503.pdf,LossiStmRuotsi2303.pdf,LossiStmRuotsi2102.pdf,,,,,
