Year,Agreement_Type,Source_URL,Main_Title,Issued by,Date of Issue,Decision number,Date of entry into force of collective agreement,Expiry date of collective agreement,Date of signature of collective agreement,General applicability,Employer side,Employee side,PDF_1,PDF_2,PDF_3,PDF_4,PDF_5,PDF_6,PDF_7,Comments
2018,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2018/37,Kollektivavtal för optiker,Committee for Confirming the General Applicability of Collective Agreements,23.11.2018,37/2018,1.4.2025,31.3.2028,1.4.2025,Kollektivavtalet är allmänt bindande,Finsk Handel rf,Tjänstemannaförbundet ERTO rf,OptikotStmRuotsi2504.pdf,OptikotStmRuotsi2304.pdf,OptikotStmRuotsi2204.pdf,,,,,
2018,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2018/38,Kollektivavtal för kundservice- och telemarketingbranschen,Committee for Confirming the General Applicability of Collective Agreements,23.11.2018,38/2018,11.4.2025,29.2.2028,11.4.2025,Kollektivavtalet är inte allmänt bindande,Arbetsgivarna för servicebranscherna PALTA rf,Servicefacket PAM rf,,,,,,,,
2018,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2018/40,Viher- ja ympäristörakentamisalan työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,17.12.2018,40/2018,1.2.2025,31.1.2028,3.3.2025,Työehtosopimus on yleissitova,Maaseudun Työnantajaliitto MTA ry,Teollisuusliitto ry,Viher2502.pdf,Viher2302.pdf,Viher2202.pdf,,,,,
2019,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2019/40,Kristillisiä järjestöjä koskeva työehtosopimus,Labour Court,25.3.2019,40/2019,13.3.2025,31.1.2028,13.3.2025,Työehtosopimus on yleissitova,Palvelualojen työnantajat PALTA ry,"Kirkoan akateemiset AKI r.y., Kirkon alat ry",Kristilljarj2503.pdf,Kristilljarj2303.pdf,Kristilljarj2202.pdf,,,,,
2019,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2019/41,Kollektivavtal för torvproduktionsbranschen,Committee for Confirming the General Applicability of Collective Agreements,29.3.2019,41/2019,1.11.2025,31.10.2027,18.12.2025,Kollektivavtalet är allmänt bindande,Maskinföretagarnas förbund rf,Indutrifacket rf,TurveStmRuotsi2511.pdf,TurveStmRuotsi2311.pdf,TurveStmRuotsi2111.pdf,,,,,
2019,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2019/42,Kollektivavtal för textilservicebranschen,Committee for Confirming the General Applicability of Collective Agreements,23.2.2026,4/2026,11.3.2025,31.1.2028,11.3.2025,Kollektivavtalet är allmänt bindande,"Arbetsgivarna för servicebranscherna PALTA rf, Tekstiilihuoltoliitto ry",Industrifacket rf,TekstiilihuoltoalaStmRuotsi2503.pdf,PesuteStmRuotsi2302.pdf,PesuteStmRuotsi2202.pdf,,,,,
2019,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2019/43,Kollektivavtal för textil- och modebranchen,Committee for Confirming the General Applicability of Collective Agreements,29.3.2019,43/2019,21.3.2025,29.2.2028,21.3.2025,Kollektivavtalet är allmänt bindande,Suomen Tekstiili- ja Muoti ry,Industrifacket rf,TekstiilijamuotitytStmRuotsi2503.pdf,TekstiilijamuotitytStmRuotsi2303.pdf,TekstiilijamuotitytStmRuotsi2201.pdf,,,,,
2019,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2019/45,Kollektivavtal för flyttservicebranschen,Committee for Confirming the General Applicability of Collective Agreements,13.5.2019,45/2019,2.6.2025,29.2.2028,2.6.2025,Kollektivavtalet är inte allmänt bindande,Arbetsgivarna för servicebranscherna PALTA rf,Servicefacket PAM rf,,,,,,,,
2019,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2019/46,Puutarha-alan työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,13.5.2019,46/2019,1.2.2025,31.1.2028,3.3.2025,Työehtosopimus on yleissitova,Maaseudun Työnantajaliitto MTA ry,Teollisuusliitto ry,Puutarha2502.pdf,Puutarha2302.pdf,Puutarha2202.pdf,,,,,
2019,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2019/48,Kollektivavtal för utskriftsbranschen,Committee for Confirming the General Applicability of Collective Agreements,19.8.2019,48/2019,1.3.2018,29.2.2020,22.12.2018,Kollektivavtalet är allmänt bindande,Arbetsgivarna för servicebranscherna PALTA rf,Servicefacket PAM rf,TT127Kopruotsstmkielenk1803.pdf,TT127Kopruotsstmkielenk1702.pdf,,,,,,
2019,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2019/49,Autonrengasalan työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,19.8.2019,49/2019,14.3.2025,31.1.2028,14.3.2025,Työehtosopimus on yleissitova,Autonrengasliitto ry,Teollisuusliitto ry,Aureng2503.pdf,Aureng2303.pdf,Aureng2202.pdf,,,,,
2019,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2019/50,Tekstiilihuoltoalan toimihenkilöitä koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,9.12.2019,50/2019,17.3.2025,31.12.2027,17.3.2025,Työehtosopimus on yleissitova,"Tekstiilihuoltoliitto ry, Yhteinen Toimialaliitto ry",Ammattiliitto Pro,Teksthuoltoth2503.pdf,Teksthuoltoth12302.pdf,Teksthuoltoth22302.pdf,Teksthuoltoth2201.pdf,EK004teksthuoltoth2002.pdf,,,
2019,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2019/51,Bioenergiateollisuuden palveluyritysten työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,9.12.2019,51/2019,1.11.2020,31.10.2021,27.5.2019,Työehtosopimus ei ole yleissitova,Palvelualojen työnantajat PALTA ry,Teollisuusliitto ry,,,,,,,,
2020,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2020/2,Medialiiton ja Teollisuusliiton välinen suorajakelua koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,20.4.2020,2/2020,1.3.2025,29.2.2028,14.3.2025,Työehtosopimus ei ole yleissitova,Medialiitto ry,Teollisuusliitto ry,,,,,,,,
2020,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2020/3,Avaintyönantajat AVAINTA ry:n ja Suomen Muusikkojen liitto ry:n välinen työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,20.4.2020,3/2020,1.2.2018,31.3.2020,27.4.2018,Työehtosopimus ei ole yleissitova,Avaintyönantajat AVAINTA ry,Suomen Muusikkojen Liitto ry,,,,,,,,
2020,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2020/6,Metsänhoitoyhdistysten toimihenkilöitä koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,8.5.2020,6/2020,1.3.2026,29.2.2028,19.2.2026,Työehtosopimus on yleissitova,Yksityismetsätalouden Työnantajat ry,METO - Metsäalan Asiantuntijat ry,Metstoi2603.pdf,Metstoi2403.pdf,Metstoih2403.pdf,Metstoih2203.pdf,MU14Metstoih2003.pdf,,,
2020,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2020/7,Neuvonta-alan runkosopimus,Committee for Confirming the General Applicability of Collective Agreements,14.9.2020,7/2020,11.4.2025,31.1.2028,11.4.2025,Työehtosopimus on yleissitova,Palvelualojen työnantajat PALTA ry,"Agronomiliitto ry, Julkis- ja yksityisalojen toimihenkilöliitto Jyty ry, Julkisten ja hyvinvointialojen liitto JHL ry, Ammattiliitto Pro ry",Neuvonta2504.pdf,Neuvonta2302.pdf,Neuvonta2202.pdf,,,,,
2020,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2020/8,Kollektivavtal för lokmannauppgifter inom järnvägstrafiken,Committee for Confirming the General Applicability of Collective Agreements,14.9.2020,8/2020,1.4.2025,31.3.2028,4.4.2025,Kollektivavtalet är allmänt bindande,Arbetsgivarna för servicebranscherna PALTA rf,Järnvägsbranschens Union RAU rf,VeturiStmRuotsi2504.pdf,VeturiStmRuotsi2303.pdf,VeturiStmRuotsi2203.pdf,,,,,
2020,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2020/11,Kollektivavtal för kommunikationsförmedlings- och logistikbranschen,Committee for Confirming the General Applicability of Collective Agreements,14.9.2020,11/2020,1.11.2025,31.10.2028,6.11.2025,Kollektivavtalet är allmänt bindande,Arbetsgivarna för servicebranscherna PALTA rf,Post- och logistikbranschernas union PAU rf,PostiStmRuotsi2111.pdf,TT60Postiruotsstmkielenk1911.pdf,,,,,,
2020,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2020/13,Kollektivavtal för inspektionsbranschen,Committee for Confirming the General Applicability of Collective Agreements,19.10.2020,13/2020,19.3.2025,29.2.2028,19.3.2025,Kollektivavtalet är inte allmänt bindande,Arbetsgivarna för servicebranscherna PALTA rf,"Fackförbundet Pro rf, De Högre Tjänstemännen YTN rf",,,,,,,,
2020,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2020/14,Kollektivavtal för tjänstemän mellan Medieförbundet och Industrifacket samt Viestintäalan toimihenkilöt Grafinet ry,Committee for Confirming the General Applicability of Collective Agreements,19.10.2020,14/2020,1.3.2023,28.2.2025,27.2.2023,Kollektivavtalet är inte allmänt bindande,Medieförbundet rf,Industrifacket rf / Viestintäalan toimihenkilöt Grafinet ry,,,,,,,,Detta beslut ersätts av beslut 5/2025 av den 6 oktober 2025. (Kollektivavtal för tjänstemän mellan Medieförbundet och Fackförbundet Pro samt tjänstemännen inom kommunikationsbranschen Grafinet rf)
2020,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2020/15,"Asiakaspalvelua, liikenteenhoitoa ja -ohjausta sekä hallinnollisia ja muita toimistotehtäviä koskeva työehtosopimus",Committee for Confirming the General Applicability of Collective Agreements,16.11.2020,15/2020,1.4.2025,31.3.2028,4.4.2025,Työehtosopimus on yleissitova,Palvelualojen työnantajat PALTA ry,Rautatiealan Unioni RAU ry,Asiakaspalvelu2504.pdf,VRasiakaspalvelu2303.pdf,VRasiakaspalvelu2203.pdf,,,,,
2020,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2020/16,"Lasitus-, rakennuslasitus- ja lasinjalostusalan työehtosopimus",Committee for Confirming the General Applicability of Collective Agreements,16.11.2020,16/2020,10.3.2025,31.1.2029,29.5.2025,Työehtosopimus on yleissitova,Suomen Tasolasiyhdistys ry,Teollisuusliitto ry,Lasitus2503.pdf,Lasitus22302.pdf,Lasitus12302.pdf,Lasitus2002.pdf,MU41lasitus1712.pdf,,,
2020,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2020/17,Partiotyönantajia koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,16.11.2020,17/2020,1.2.2025,31.1.2028,21.3.2025,Työehtosopimus on yleissitova,Palvelualojen työnantajat PALTA ry,Ammattiliitto Jyty ry,Partio2502.pdf,Partio2303.pdf,Partio2202.pdf,,,,,
2020,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2020/18,Terveyspalvelualan työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,16.11.2020,18/2020,1.5.2024,30.4.2026,10.6.2024,Työehtosopimus on yleissitova,Hyvinvointiala HALI ry,Sosiaali- ja terveysalan neuvottelujärjestö Sote ry,TervpalSote2405.pdf,TervpalSote2205.pdf,TervpalSote2004.pdf,,,,,
2020,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2020/19,Kollektivavtal för den privata socialservicebranschen,Committee for Confirming the General Applicability of Collective Agreements,16.11.2020,19/2020,1.5.2023,31.12.2025,8.6.2023,Kollektivavtalet är allmänt bindande,Hyvinvointiala HALI ry,"Social- och hälsovårdens förhandlingsorganisation Sote rf, Förbundet för den offentliga sektorn och välfärdsområdena JHL rf, Fackorganisationen för högutbildade inom socialbranschen Talentia rf, Sosiaalipalvelualan allianssi Salli ry",YksosalaStmRuotsi2305.pdf,YksosalaStmRuotsi2205.pdf,,,,,,
2020,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2020/20,Rautatiealan toimihenkilöitä koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,16.11.2020,20/2020,7.4.2025,31.3.2028,11.4.2025,Työehtosopimus ei ole yleissitova,Palvelualojen työnantajat PALTA ry,"Raideliikenteen esihenkilöt ja asiantuntijat ry, Raideliikenteen Teknisten ja Toimihenkilöiden Liitto RTTL ry",,,,,,,,
2021,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2021/1,Arctia konsernin kansi- ja konemiehistöä sekä taloushenkilökuntaa koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,25.1.2021,1/2021,1.3.2019,28.2.2021,25.2.2019,Työehtosopimus ei ole yleissitova,Suomen Varustamot ry,Suomen Merimies-Unioni SMU ry,,,,,,,,
2021,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2021/2,Arctia-konsernin konventionaalisten jäänmurtajien konepäällystöä koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,25.1.2021,2/2021,1.3.2019,28.2.2021,4.3.2019,Työehtosopimus ei ole yleissitova,Suomen Varustamot ry,Suomen Konepäällystöliitto ry,,,,,,,,
2021,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2021/3,Arctia-konsernin monitoimimurtajien konepäällystöä koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,25.1.2021,3/2021,1.3.2019,28.2.2021,4.3.2019,Työehtosopimus ei ole yleissitova,Suomen Varustamot ry,Suomen Konepäällystöliitto ry,,,,,,,,
2021,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2021/4,Lasikeraamisen teollisuuden toimihenkilösopimus,Committee for Confirming the General Applicability of Collective Agreements,25.1.2021,4/2021,26.2.2025,31.12.2027,10.3.2025,Työehtosopimus on yleissitova,"Lasikeraaminen teollisuus LT ry, Suomen Tasolasiyhdistys ry",Ammattiliitto Pro ry,Lasiketh2502.pdf,Lasiketh2302.pdf,Lasiketh2201.pdf,,,,,
2021,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2021/5,Yliopistojen yleinen työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,1.3.2021,5/2021,21.5.2025,31.3.2028,21.5.2025,Työehtosopimus on yleissitova,Sivistystyönantajat ry,"Julkisalan koulutettujen neuvottelujärjestö JUKO ry, Julkisten ja hyvinvointialojen liitto JHL ry, Ammattiliitto Pro ry",YliopistoHarjoittelukoulut2505.pdf,Yliopisto2505.pdf,Yliopisto2304.pdf,YliopistoHarjoittelukoulut2304.pdf,Yliopisto2208.pdf,Yliopisto2204.pdf,YliopistoHarjoittelukoulut2204.pdf,
2021,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2021/6,Avaintyönantajat AVAINTA ry:n ja Sosiaali- ja terveysalan neuvottelujärjestö SOTE ry:n työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,15.3.2021,6/2021,1.4.2020,28.2.2022,1.4.2020,Työehtosopimus ei ole yleissitova,Avaintyönantajat AVAINTA ry,Sosiaali- ja terveysalan neuvottelujärjestö SOTE ry,,,,,,,,
2021,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2021/7,Avaintyönantajat AVAINTA ry:n työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,15.3.2021,7/2021,1.4.2020,28.2.2022,1.4.2020,Työehtosopimus ei ole yleissitova,Avaintyönantajat AVAINTA ry,"Julkisalan Koulutettujen Neuvottelujärjestö JUKO ry, Julkis- ja yksityisalojen toimihenkilöliitto Jyty ry, Julkisten ja hyvinvointialojen liitto JHL ry, Opetusalan Ammattijärjestö OAJ ry, Tekniikka ja Terveys KTN ry",,,,,,,,
2021,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2021/8,AVAINTA Arbetsgivarna rf:s kollektivavtal för undervisningssektorn,Committee for Confirming the General Applicability of Collective Agreements,15.3.2021,8/2021,1.4.2020,28.2.2022,1.4.2020,Kollektivavtalet är inte allmänt bindande,AVAINTA Arbetsgivarna rf,Undervisningssektorns Fackorganisation rf,,,,,,,,
2021,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2021/10,Kollektivavtal för tjänstemän inom den privata laboratoriebranschen,Committee for Confirming the General Applicability of Collective Agreements,12.4.2021,10/2021,25.4.2025,29.2.2028,25.4.2025,Kollektivavtalet är inte allmänt bindande,Arbetsgivarna för servicebranscherna PALTA rf,"Fackförbundet Pro rf, De Högre Tjänstemännen YTN rf",,,,,,,,
2021,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2021/14,Urheiluseuroja koskeva liityntäpöytäkirja,Committee for Confirming the General Applicability of Collective Agreements,23.8.2021,14/2021,20.3.2025,29.2.2028,20.3.2025,Työehtosopimus ei ole yleissitova,Palvelualojen työnantajat PALTA ry,Julkisten ja hyvinvointialojen liitto JHL ry,,,,,,,,
2022,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2022/2,Malmikaivosten työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,9.5.2022,2/2022,22.2.2025,30.11.2027,22.2.2025,Työehtosopimus on yleissitova,Teknologiateollisuuden työnantajat ry,Teollisuusliitto ry,Malkaiv2502.pdf,Malkaiv2302.pdf,Malkaiv2201.pdf,,,,,
2022,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2022/3,Kollektivavtal för arbetstagare inom teknologiindustrin,Committee for Confirming the General Applicability of Collective Agreements,9.5.2022,3/2022,22.2.2025,30.11.2027,22.2.2025,Kollektivavtalet är allmänt bindande,Teknologiindustrins arbetsgivare rf,Industrifacket rf,TekRuotsi2502.pdf,TekRuotsi2302.pdf,TekRuotsi2201.pdf,,,,,
2022,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2022/4,Kollektivavtal för tjänstemän inom teknologiindustrin,Committee for Confirming the General Applicability of Collective Agreements,9.5.2022,4/2022,24.2.2025,30.11.2027,24.2.2025,Kollektivavtalet är allmänt bindande,Teknologiindustrins arbetsgivare rf,Fackförbundet Pro rf,TektoimhStmRuotsi2502.pdf,TektoimhStmRuotsi2302.pdf,TektoimhStmRuotsi2201.pdf,,,,,
2022,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2022/5,Teknologiateollisuuden ylempien toimihenkilöiden työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,9.5.2022,5/2022,8.4.2025,30.11.2027,8.4.2025,Työehtosopimus on yleissitova,Teknologiateollisuuden työnantajat ry,Ylemmät Toimihenkilöt YTN ry,Tekylth2504.pdf,Tekylth2302.pdf,Tekylth2201.pdf,,,,,
2022,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2022/6,Tietotekniikan palvelualan työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,9.5.2022,6/2022,8.4.2025,30.11.2027,8.4.2025,Työehtosopimus ei ole yleissitova,Teknologiateollisuuden työnantajat ry,"Ylemmät Toimihenkilöt YTN ry, Tietoala ry",,,,,,,,
2022,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2022/7,Kollektivavtal för tjänstemän inom timmerhusindustrin,Committee for Confirming the General Applicability of Collective Agreements,6.6.2022,7/2022,1.3.2024,31.5.2026,20.2.2024,Kollektivavtalet är allmänt bindande,Puuteollisuusyrittäjät ry,Fackförbundet Pro rf,HirsitalothStmRuotsi2403.pdf,HirsitalothStmRuotsi2203.pdf,,,,,,,
2022,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2022/8,Hirsitaloteollisuuden työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,6.6.2022,8/2022,1.3.2024,31.5.2026,21.2.2024,Työehtosopimus on yleissitova,Puuteollisuusyrittäjät ry,Teollisuusliitto ry,Hirsitalo2403.pdf,Hirsitalo2203.pdf,,,,,,,
2022,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2022/9,Metsäalan työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,6.6.2022,9/2022,1.2.2024,31.1.2026,26.4.2024,Työehtosopimus on yleissitova,"Maaseudun Työnantajaliitto MTA ry, Metsähallitus, Metsäpalvelutyönantajat ry, Yksityismetsätalouden Työnantajat ry",Teollisuusliitto ry,Metsaa2402.pdf,Metsa2402.pdf,Metsa2202.pdf,TT51Metsa2002.pdf,,,,
2022,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2022/12,Kollektivavtal för tjänstemän I planerings- och konsultbranschen,Committee for Confirming the General Applicability of Collective Agreements,15.8.2022,12/2022,29.3.2025,30.11.2027,29.3.2025,Kollektivavtalet är allmänt bindande,Teknologiindustrins arbetsgivare rf,Fackförbundet Pro rf,SukonsthStmRuotsi2503..pdf,SukonsthStmRuotsi2302.pdf,SukonsthStmRuotsi2201.pdf,,,,,
2022,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2022/13,Suunnittelu- ja konsulttialan ylempien toimihenkilöiden työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,15.8.2022,13/2022,8.4.2025,30.11.2027,8.4.2025,Työehtosopimus on yleissitova,Teknologiateollisuuden työnantajat ry,Ylemmät Toimihenkilöt YTN ry,Sukonsyth2504.pdf,Sukonsyth2302.pdf,Sukonsyth2201.pdf,,,,,
2022,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2022/14,Kollektivavtal för tjänstemän i textil- och modelbranchen,Committee for Confirming the General Applicability of Collective Agreements,12.9.2022,14/2022,14.3.2025,29.2.2028,14.3.2025,Kollektivavtalet är allmänt bindande,Suomen Tekstiili ja Muoti ry,Fackförbundet Pro rf,TekstiilijamuotithStmRuotsi2503.pdf,TekstiilijamuotithStmRuotsi2304.pdf,TekstiilijamuotithStmRuotsi2202.pdf,,,,,
2022,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2022/15,Yksityisen opetusalan työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,12.12.2022,15/2022,9.8.2022,31.3.2024,9.8.2022,Työehtosopimus on yleissitova,Sivistystyönantajat ry,"Ammattiliitto Jyty ry, Julkisten ja hyvinvointialojen liitto JHL ry, Opetusalan Ammattijärjestö OAJ ry",Yope2208.pdf,Yope2004.pdf,,,,,,
2022,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2022/16,Kaupan työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,12.12.2022,16/2022,1.2.2025,31.1.2028,5.3.2025,Työehtosopimus on yleissitova,Kaupan liitto ry,Palvelualojen ammattiliitto PAM ry,Kaupan2502.pdf,Kaupan2302.pdf,Kaupan2202.pdf,,,,,
2022,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2022/17,Kollektivavtal för chefer inom detaljhandeln,Committee for Confirming the General Applicability of Collective Agreements,12.12.2022,17/2022,1.2.2025,31.1.2028,5.3.2025,Kollektivavtalet är allmänt bindande,Finsk Handel rf,"Kaupanalan Esimiesliitto ry, Servicefacket PAM rf",VahkauesStmRuotsi2502.pdf,VahkauesStmRuotsi2302.pdf,VahkauesStmRuotsi2202.pdf,,,,,
2023,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2023/1,Terveyspalvelualan työehtosopimus (Unioni),Committee for Confirming the General Applicability of Collective Agreements,30.1.2023,1/2023,1.5.2024,30.4.2026,10.6.2024,Työehtosopimus ei ole yleissitova,Hyvinvointiala HALI ry,Terveyspalvelualan Unioni ry,,,,,,,,
2023,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2023/3,Rahoitusalan siivoojia koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,27.3.2023,3/2023,28.3.2025,29.2.2028,28.3.2025,Työehtosopimus on yleissitova,Palvelualojen työnantajat PALTA ry,Ammattiliitto Pro ry,Rahoitussiivooja2503.pdf,Rahoitussiivooja2303.pdf,Rahoitussiivooja2203.pdf,,,,,
2023,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2023/4,Teaterkollektivavtal för skådespelare,Committee for Confirming the General Applicability of Collective Agreements,5.6.2023,4/2023,2.4.2025,29.2.2028,2.4.2025,Kollektivavtalet är allmänt bindande,Suomen Teatterit - Finlands Teatrar ry,Suomen Näyttelijäliitto - Finlands Skådespelarförbund ry,NayttelijatStmRuotsi2504.pdf,NayttelijatStmRuotsi2402.pdf,NayttelijatStmRuotsi2303.pdf,NayttelijatStmRuotsi2204.pdf,,,,
2023,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2023/5,Kollektivavtal för film- och tv-produktionen,Committee for Confirming the General Applicability of Collective Agreements,5.6.2023,5/2023,13.3.2025,31.1.2028,13.3.2025,Kollektivavtalet är allmänt bindande,Arbetsgivarna för servicebrancherna PALTA rf,"Finlands Journalistförbund rf, Fackförbundet för Teater och Media Finland (Teme)",ElokuvaTVtuotantoStmRuotsi2503.pdf,ElokuvaTVtuotantoStmRuotsi2303.pdf,,,,,,
2023,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2023/6,Kollektivavtal för tjänstemän inom skogsmaskinbranschen,Committee for Confirming the General Applicability of Collective Agreements,15.8.2023,6/2023,1.6.2025,31.5.2027,26.6.2025,Kollektivavtalet är allmänt bindande,Koneyrittäjät ry,METO – Skogsbranschens Experter rf,MetskonthStmRuotsi2506.pdf,MetskonthStmRuotsi2305.pdf,,,,,,
2023,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2023/7,Vakuutusalan työehto- ja palkkasopimukset,Committee for Confirming the General Applicability of Collective Agreements,25.10.2023,7/2023,1.2.2025,31.1.2028,28.3.2025,Työehtosopimus on yleissitova,Palvelualojen työnantajat PALTA ry,Ammattiliitto Pro ry,Vakuut2502.pdf,Vakuut2303.pdf,Vakuut2202.pdf,,,,,
2023,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2023/8,Kollektivavtal för chefer inom logistik inom handeln,Committee for Confirming the General Applicability of Collective Agreements,14.12.2023,8/2023,1.2.2025,31.1.2028,5.3.2025,Kollektivavtalet är allmänt bindande,Finsk Handel rf,Servicefacket PAM rf,KaulogisStmRuotsi2502.pdf,KaulogisStmRuotsi2302.pdf,VarkuljStmRuotsi2202.pdf,,,,,
2024,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2024/2,Ammattikorkeakoulujen työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,6.5.2024,2/2024,1.4.2024,31.3.2026,29.2.2024,Työehtosopimus on yleissitova,Sivistysala ry,"Opetusalan Ammattijärjestö OAJ ry, Ylemmät Toimihenkilöt YTN ry",Ammattikorkeakouluj2404.pdf,Ammattikorkeakoulu2404.pdf,,,,,,
2024,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2024/3,Kollektivavtal för skogsmaskinbranschen,Committee for Confirming the General Applicability of Collective Agreements,6.5.2024,3/2024,1.2.2026,31.1.2028,27.3.2026,Kollektivavtalet är allmänt bindande,Koneyrittäjät ry,Indutrifacket rf,MetskonStmRuotsi2402.pdf,MetskonStmRuotsi2202.pdf,MU23Metskonruotsstmkielenk2002.pdf,,,,,
