id_accordo,ccnl_code,titolo,txt_path,char_count,garbage_ratio,quality_bin
18137,H50D,CCNL disciplinante i rapporti di lavoro domestico per il personale dipendente esercente l'attività di assistenza domiciliare non medica alla persona anche presso case di cura e strutture affini,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL disciplinante i rapporti di lavoro domestico per il personale dipendente esercente l'attività di assistenza domiciliare non medica alla persona a (H50D).txt,187490,0.0035,clean
18138,I145,"CCNL per i soci e i dipendenti delle cooperative esercenti attività prevalente nel settore autotrasporto, spedizione merci, logistica e facchinaggio",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo della parte economica del CCNL 11 luglio 2017 per i soci e i dipendenti delle cooperative esercenti attività prevalente nel settore (I145).txt,6991,0.0026,clean
18148,C01E,Protocollo d'intesa per la sottoscrizione da parte di CIDEC - Confederazione Italiana degli Esercenti Commercianti - del contratto per i dipendenti di aziende e cooperative del settore metalmeccanico e installazione di impianti dtipulato tra ANPIT e FAILM,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo federale sulla disciplina della successione dei contratti a tempo determinato nel settore Metalmeccanici (C01E).txt,2875,0.0035,clean
19234,D014,CCNL industria Tessile-Abbigliamento-Moda,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL TESSILE ABBIGLIAMENTO (D014).txt,684976,0.0065,clean
18161,H01V,"CCNL per i lavoratori addetti al settore Commercio, Terziario e Servizi","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori addetti al settore Commercio, Terziario e Servizi (H01V).txt",6471,0.0036,clean
18130,H01H,"CCNL per i dipendenti del terziario: attività collaterali al commercio, distribuzione e servizi anche in forma cooperativa","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti del terziario attività collaterali al commercio, distribuzione e servizi anche in forma cooperativa (H01H).txt",166302,0.0012,clean
18135,T19H,Integrazione e correzioni del CCNL per i dipendenti delle Associazioni ed altre Organizzazioni del TERZO SETTORE,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle Associazioni ed altre Organizzazioni del Terzo Settore (T19H).txt,109798,0.002,clean
18151,H03A,"Verbale di integrazione all'intesa del 19 dicembre 2016 di rinnovo del CCNL intersettoriale: Commercio, Terziario, Distribuzione, Servizi, Pubblici Esercizi e Turismo","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo economico del CCNL intersettoriale - Commercio, Terziario, Distribuzione, Servizi, Pubblici Esercizi e Turismo (H03A).txt",2088,0.0062,clean
18361,K531,CCNL FISE ASSOAMBIENTE per i dipendenti di imprese e società esercenti servizi ambientali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo del CCNL del 3042003 (K531).txt,52859,0.0089,clean
18118,H02C,"CCNL per i dipendenti del settore Commercio, Terziario, Distribuzione, Servizi, Pubblici Esercizi e Turismo","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti del settore Commercio, Terziario, Distribuzione, Servizi, Pubblici Esercizi e Turismo (H02C).txt",284790,0.0325,noisy
19103,T604,CCNL del personale delle Fabbricerie aderenti all'Associazione Fabbricerie Italiane,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo del CCNL del personale delle Fabbricerie (T604).txt,54482,0.0068,clean
18098,V91A,CCNL per i dipendenti e i soci lavoratori delle Associazioni,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti e i soci lavoratori delle Associazioni ed altre organizzazioni del terzo settore (V91A).txt,118006,0.001,clean
18124,H509,CCNL Colf e Badanti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL Colf e Badanti (H509).txt,37696,0.0046,clean
18126,A055,CCNL per i lavoratori agricoli,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori agricoli (A055).txt,45475,0.0035,clean
18522,C011,Verbale di incontro sui minimi tabellari dal 1° giugno 2017 al 31 maggio 2018,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 15 ottobre 2009 per i lavoratori addetti all'industria metalmeccanica privata e alla installazione di impianti (C011).txt,468252,0.0035,clean
18087,H535,"CCNL Acconciatura, Estetica, Tricologia non curativa, Tatuaggio, Piercing e Centri Benessere","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo e modificativo del CCNL Acconciatura, Estetica, Tricologia non curativa, Tatuaggio, Piercing e Centri Benessere del 31082020 (H535).txt",4988,0.0056,clean
18663,D028,"CCNL MODA - Pelletteria, Calzaturiero, Tessile e Abbigliamento","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL MODA - Pelletteria, Calzaturiero, Tessile e Abbigliamento (D028).txt",424073,0.0017,clean
18084,H03P,"CCNL INTERSETTORIALE Commercio, Terziario, Distribuzione, Servizi, Pubblici Esercizi e Turismo","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Verbale di Accordo integrativo al CCNL INTERSETTORIALE Commercio, Terziario, Distribuzione, Servizi, Pubblici Esercizi e Turismo (H03P).txt",15590,0.0012,clean
18085,K545,CCNL IGIENE AMBIENTALE AZIENDE PRIVATE,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo economico del CCNL IGIENE AMBIENTALE - Aziende Private e Municipalizzate (K545).txt,2836,0.0282,noisy
18086,I170,"CCNL per la distribuzione delle merci, della logistica e dei servizi privati","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo economico del CCNL per la distribuzione delle merci, della logistica e dei servizi privati (I170).txt",4019,0.0211,noisy
18149,H47B,"Protocollo d'intesa per la sottoscrizione da parte di UAI - Unione del Terziario Commercio e Servizi - dei contratti inerenti le Aziende, le Cooperative, il commercio, il turismo e servizi, stipulati tra ANPIT, CIDEC, UNICA e CISAL TERZIARIO con l'assiste",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per la disciplina del lavoro agile (H47B).txt,4910,0.011,clean
18149,H047,"Protocollo d'intesa per la sottoscrizione da parte di UAI - Unione del Terziario Commercio e Servizi - dei contratti inerenti le Aziende, le Cooperative, il commercio, il turismo e servizi, stipulati tra ANPIT, CIDEC, UNICA e CISAL TERZIARIO con l'assiste",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da aziende esercenti attività del settore TURISMO (H047).txt,308264,0.0041,clean
18149,HV46,"Protocollo d'intesa per la sottoscrizione da parte di UAI - Unione del Terziario Commercio e Servizi - dei contratti inerenti le Aziende, le Cooperative, il commercio, il turismo e servizi, stipulati tra ANPIT, CIDEC, UNICA e CISAL TERZIARIO con l'assiste",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per la disciplina del lavoro agile (HV46).txt,4910,0.011,clean
18149,H024,"Protocollo d'intesa per la sottoscrizione da parte di UAI - Unione del Terziario Commercio e Servizi - dei contratti inerenti le Aziende, le Cooperative, il commercio, il turismo e servizi, stipulati tra ANPIT, CIDEC, UNICA e CISAL TERZIARIO con l'assiste",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per la disciplina del lavoro agile (H024).txt,4910,0.011,clean
18149,V25A,"Protocollo d'intesa per la sottoscrizione da parte di UAI - Unione del Terziario Commercio e Servizi - dei contratti inerenti le Aziende, le Cooperative, il commercio, il turismo e servizi, stipulati tra ANPIT, CIDEC, UNICA e CISAL TERZIARIO con l'assiste",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per la disciplina del lavoro agile (V25A).txt,4910,0.011,clean
18149,V910,"Protocollo d'intesa per la sottoscrizione da parte di UAI - Unione del Terziario Commercio e Servizi - dei contratti inerenti le Aziende, le Cooperative, il commercio, il turismo e servizi, stipulati tra ANPIT, CIDEC, UNICA e CISAL TERZIARIO con l'assiste",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per la disciplina del lavoro agile (V910).txt,4910,0.011,clean
18146,H05S,CCNL per i dipendenti del settore Turismo,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti del settore Turismo (H05S).txt,365193,0.002,clean
18131,E00D,"CCNL per i lavoratori dipendenti dalle imprese del settore Agroalimentare, dell'Agricoltura e della Pesca","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti dalle imprese del settore Agroalimentare, dell'Agricoltura e della Pesca (E00D).txt",195215,0.004,clean
18132,V906,CCNL per i lavoratori dipendenti dalle Industrie,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti dalle Industrie (V906).txt,165538,0.0033,clean
18091,HV40,CCNL per i dipendenti delle agenzie di sicurezza sussidiaria e degli istituti investigativi e di sicurezza,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL Servizi di Vigilanza, Investigazioni, Security, Safety e Ausiliari alla Sicurezza (HV40).txt",241602,0.0046,clean
18061,A067,"CCNL per i dipendenti delle Aziende Agricole, Agrituristiche e florovivaiste costituite anche in forma cooperativa","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle Aziende Agricole, Agrituristiche e florovivaiste costituite anche in forma cooperativa (A067).txt",124566,0.0027,clean
18056,H50C,ESAARCO CCNL sulla disciplina del rapporto di lavoro domestico,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ESAARCO CCNL sulla disciplina del rapporto di lavoro domestico (H50C).txt,72955,0.0033,clean
18093,T244,"CCNL per il personale direttivo, docente, educativo, amministrativo, tecnico ed ausiliario occupato nelle scuole non statali, enti di formazione, scuole di preparazione, scuole dell'infanzia, asili nido","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il personale direttivo, docente, educativo, amministrativo, tecnico ed ausiliario occupato nelle scuole non statali, enti di formazione, scuo (T244).txt",75895,0.0146,clean
18088,K580,CCNL per i lavoratori dipendenti del settore PULIZIE,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti del settore PULIZIE (K580).txt,152636,0.0015,clean
18156,E00E,"CCNL per i dipendenti da aziende operanti nel settore alimentare, agroalimentare ed affini","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da aziende operanti nel settore alimentare, agroalimentare ed affini (E00E).txt",202391,0.0008,clean
18157,F08G,CCNL per gli addetti delle imprese del settore edile e attività affini,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per gli addetti delle imprese del settore edile e attività affini (F08G).txt,238015,0.0016,clean
18546,A141,CCNL per i dipendenti dei Consorzi Agrari,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 22 DICEMBRE 2009 PER I DIPENDENTI DEI CONSORZI AGRARI (A141).txt,226123,0.0022,clean
18035,H05K,"CCNL di rinnovo del CCNL SERVIZI"" del 30/10/2012 per i settori ""Turismo"", ""Agenzie di viaggio"" e ""Pubblici esercizi""""",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per la disciplina del lavoro agile (H05K).txt,4910,0.011,clean
18584,C021,"Ipotesi di accordo per il rinnovo del CCNL per gli addetti del settore orafo, argentiero e della gioielleria",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per il rinnovo del CCNL Industria Orafa e Argentiera (C021).txt,23475,0.004,clean
18038,H445,CCNL per i dipendenti degli studi professionali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo e modificativo del CCNL studi professionali del 18032022 (H445).txt,10721,0.0075,clean
18129,H536,"CCNL per i lavoratori dipendenti dalle imprese del settore acconciatura, estetica, tricologia non curativa, tatuaggi, piercing e centri benessere","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti dalle imprese del settore acconciatura, estetica, tricologia non curativa, tatuaggi, piercing e centri benessere (H536).txt",246792,0.0012,clean
18128,F08F,CCNL per i lavoratori dipendenti dalle imprese Edili Artigiane ed affini,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti dalle imprese Edili Artigiane ed affini (F08F).txt,166649,0.0032,clean
18127,C01Z,CCNL per i lavoratori dipendenti dalle imprese del settore Artigiano metalmeccanico ed affini artigiane,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti dalle imprese del settore Artigiano metalmeccanico ed affini artigiane (C01Z).txt,165595,0.0038,clean
18555,K321,CCNL per il Settore GAS-ACQUA,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo 10 febbraio 2011 di rinnovo del CCNL unico del settore GAS-ACQUA (K321).txt,60029,0.0023,clean
18055,D271,Accordo di nuova normativa sulla classificazione del personale ad integrazione dell'accordo 19/07/2016 di rinnovo del CCNL 9 novembre 2013,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di nuova normativa sulla classificazione del personale ad integrazione dell'accordo 19072016 di rinnovo del CCNL 9 novembre 2013 (D271).txt,174605,0.0088,clean
18580,E023,"Accordo di rinnovo del CCNL per il personale comunque dipendente da aziende di panificazione anche per attività collaterali e complementari, nonché da negozi di vendita al minuto di pane, generi alimentari e vari",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo dei CCNL del 19 luglio 2005 e del 20 luglio 2005 per il personale comunque dipendente da aziende di panificazione (E023).txt,53899,0.0024,clean
18105,T09C,"CCNL per il personale dipendente non medico da strutture sanitarie, socio-sanitarie, e cooperative socio sanitarie ed assistenziali private","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il personale dipendente non medico da strutture sanitarie, socio-sanitarie, e cooperative socio sanitarie ed assistenziali private (T09C).txt",128150,0.0021,clean
18155,D0L1,Verbale di Accordo per il rinnovo del CCNL per le imprese del sistema industriale integrato di beni e servizi tessili e medici affini,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti dalle industrie di lavanderie e di sterilizzazione tessile e strumentario chirurgico (D0L1).txt,549277,0.0032,clean
18581,E042,CCNL per i dipendenti delle aziende di lavorazione della foglia di tabacco secco allo stato sciolto Validità 1/1/2017 - 31/12/2020,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 1 ottobre 1970 per i dipendenti dalle aziende di lavorazione della foglia del tabacco (E042).txt,7572,0.0102,clean
18092,IB11,Ipotesi di accordo sindacale per il rinnovo del CCNL per il personale dipendente da imprese esercenti l'attività funebre,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Ipotesi di accordo sindacale per il rinnovo del CCNL per il personale dipendente da imprese esercenti l'attività funebre (IB11).txt,100686,0.0113,clean
17996,C01W,CCNL per i lavoratori addetti alle PMI del settore dell'Industria Metalmeccanica ed alle imprese di installazione di impianti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori addetti alle PMI del settore dell'Industria Metalmeccanica ed alle imprese di installazione di impianti (C01W).txt,235485,0.0014,clean
18011,T037,CCNL per il personale dipendente delle aziende e delle organizzazioni operanti nella Sanità Privata,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il personale dipendente delle aziende e delle organizzazioni operanti nella Sanità Privata (T037).txt,137396,0.0014,clean
18000,T19A,CCNL per i dipendenti delle Imprese Sociali e Cooperative operanti nel settore della Scuola Libera,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di modifica e integrazione del CCNL per i dipendenti delle Imprese Sociali e delle Cooperative operanti nel settore della Scuola Libera (T19A).txt,4200,0.0055,clean
17997,HV52,CCNL per i dipendenti da Istituti e Imprese di vigilanza privata e servizi fiduciari,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da Istituti e Imprese di vigilanza privata e servizi fiduciari (HV52).txt,252611,0.0036,clean
18571,D121,Ipotesi di accordo di rinnovo del CCNL per i lavoratori addetti all'industria delle calzature,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CALZATURE Industrie (D121).txt,283052,0.0001,clean
17972,H683,"Protocollo d'intesa per la sottoscrizione da parte della PMI ITALIA"" Confederazione Sindacale Datoriale al CCNL per i dipendenti di aziende e cooperative dei settori: Commercio, Servizi, Turismo, Vigilanza e Servizi Fiduciari, stipulati tra le organizzazi",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da aziende e cooperative esercenti attività del settore SERVIZI (H683).txt,658963,0.0128,clean
17966,H01N,"Accordo di rinnovo del CCNL PER I DIPENDENTI DEL TERZIARIO: COMMERCIO, DISTRIBUZIONE E SERVIZI del 1° luglio 2013","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo in materia retributiva del CCNL PER I DIPENDENTI DEL TERZIARIO COMMERCIO, DISTRIBUZIONE E SERVIZI del 1° luglio 2013 (H01N).txt",3805,0.0089,clean
17972,H024,"Protocollo d'intesa per la sottoscrizione da parte della PMI ITALIA"" Confederazione Sindacale Datoriale al CCNL per i dipendenti di aziende e cooperative dei settori: Commercio, Servizi, Turismo, Vigilanza e Servizi Fiduciari, stipulati tra le organizzazi",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per la disciplina del lavoro agile (H024).txt,4910,0.011,clean
17971,H03X,CCNL per gli addetti delle imprese del settore TERZIARIO,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per gli addetti delle imprese del settore TERZIARIO (H03X).txt,292863,0.0112,clean
17972,HV46,"Protocollo d'intesa per la sottoscrizione da parte della PMI ITALIA"" Confederazione Sindacale Datoriale al CCNL per i dipendenti di aziende e cooperative dei settori: Commercio, Servizi, Turismo, Vigilanza e Servizi Fiduciari, stipulati tra le organizzazi",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per la disciplina del lavoro agile (HV46).txt,4910,0.011,clean
17972,H047,"Protocollo d'intesa per la sottoscrizione da parte della PMI ITALIA"" Confederazione Sindacale Datoriale al CCNL per i dipendenti di aziende e cooperative dei settori: Commercio, Servizi, Turismo, Vigilanza e Servizi Fiduciari, stipulati tra le organizzazi",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da aziende esercenti attività del settore TURISMO (H047).txt,308264,0.0041,clean
17999,I14D,"CCNL per i dipendenti delle imprese così come individuate dalla normativa dell'Unione Europea esercenti attività prevalente nel settore Autotrasporto, Spedizione Merci, Logistica e Facchinaggio","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle imprese così come individuate dalla normativa dell'Unione Europea esercenti attività prevalente nel settore Autotrasporto, (I14D).txt",155039,0.0024,clean
18542,F058,"CCNL per i lavoratori della piccola e media industria del legno, del sughero, del mobile e dell'arredamento, e per le industrie boschive e forestali","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per il rinnovo per il CCNL del 22 settembre 2004 a valere per gli addetti dell'industria del legno, del sughero, del mobile e dell'arredamento (F058).txt",59144,0.0072,clean
17961,E01A,CCNL per il personale di aziende cooperative di trasformazione di prodotti agricoli e zootecnici e lavorazione prodotti alimentari,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il personale di aziende cooperative di trasformazione di prodotti agricoli e zootecnici e lavorazione prodotti alimentari (E01A).txt,275734,0.0022,clean
17962,F08D,CCNL per i dipendenti delle imprese edili artigiane e delle piccole e medie imprese industriali edili e affini,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle imprese edili artigiane e delle piccole e medie imprese industriali edili e affini (F08D).txt,392543,0.0035,clean
18079,J2E0,"CCNL per i quadri direttivi e per il personale delle aree professionali dipendenti dalle imprese creditizie, bancarie, finanziarie e strumentali",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo collettivo nazionale di lavoro dei dipendenti società finanziarie e servizi (J2E0).txt,2296,0.0087,clean
18054,H05R,CCNL Turismo e Pubblici Esercizi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL Turismo e Pubblici Esercizi (H05R).txt,171881,0.005,clean
18526,B101,Ipotesi di accordo per il rinnovo del CCNL per gli addetti delle aziende conciarie,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle aziende conciarie e dei settori collegati (B101).txt,266327,0.0056,clean
19724,B101,CCNL per gli addetti delle aziende conciarie,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle aziende conciarie e dei settori collegati (B101).txt,266327,0.0056,clean
18053,H026,CCNL per i lavoratori dipendenti delle imprese esercenti attività nel settore del Commercio,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti delle imprese esercenti attività nel settore del Commercio (H026).txt,201763,0.005,clean
18049,V717,CCNL per i lavoratori dipendenti delle imprese esercenti attività nel settore dei servizi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti delle imprese esercenti attività nel settore dei servizi (V717).txt,186799,0.0043,clean
18078,V919,CCNL per i lavoratori dipendenti e soci lavoratori delle Associazioni,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti e soci lavoratori delle Associazioni (V919).txt,152687,0.0034,clean
17965,H01N,"Accordo integrativo in materia retributiva del CCNL PER I DIPENDENTI DEL TERZIARIO: COMMERCIO, DISTRIBUZIONE E SERVIZI del 1° luglio 2013","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo in materia retributiva del CCNL PER I DIPENDENTI DEL TERZIARIO COMMERCIO, DISTRIBUZIONE E SERVIZI del 1° luglio 2013 (H01N).txt",3805,0.0089,clean
17964,T199,CCNL per i dipendenti delle Imprese Sociali e delle Cooperative operanti nel settore della Cultura e dello Spettacolo,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di modifica e integrazione del CCNL per i dipendenti delle Imprese Sociali e delle Cooperative operanti nel settore della Cultura e dello Spet (T199).txt,8617,0.0028,clean
18062,A068,"CCNL per i lavoratori dipendenti delle imprese esercenti attività nei settori agricoltura e florovivaismo, fioricoltura, forestale e manutenzione giardini","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti delle imprese esercenti attività nei settori agricoltura e florovivaismo, fioricoltura, forestale e manutenzione giar (A068).txt",157083,0.0009,clean
17947,V716,"CCNL per i lavoratori dipendenti delle aziende e cooperative esercenti attività di Multiservizi, Pulizie, Logistica, Trasporti e Spedizioni, Commercio, Terziario, Servizi, Turismo e Pubblici Esercizi","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL MULTISETTORE per i lavoratori dipendenti delle aziende e cooperative esercenti attività di Multiservizi, Pulizie, Logistica, Trasporti e Spedizio (V716).txt",364850,0.0042,clean
17946,H454,CCNL per i dipendenti degli Studi Odontoiatrici e Medico Dentistici,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti degli Studi Odontoiatrici e Medico Dentistici (H454).txt,244980,0.0028,clean
18223,H01O,"CCNL per i dipendenti da aziende del terziario, del commercio e dei servizi",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di confluenza (H01O).txt,1603,0.005,clean
17924,H03W,"CCNL per i dipendenti del Terziario, Commercio, Distribuzione e Servizi","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti del Terziario, Commercio, Distribuzione e Servizi (H03W).txt",152280,0.0011,clean
17959,J241,Verbale di accordo su modifiche e integrazioni al Regolamento del Fondo di solidarietà del personale del credito - prestazioni ordinarie,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo 21 marzo 2025 in materia di libertà sindacali (J241).txt,59535,0.0023,clean
18083,C01V,CCNL METALMECCANICO settore Industria e Artigianato,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL METALMECCANICO settore Industria e Artigianato (C01V).txt,425682,0.0019,clean
17928,H063,CCNL per i dirigenti delle aziende dell'industria alberghiera aderenti ad AICA - Associazione Italiana Confindustria Alberghi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ALBERGHI Dirigenti Catene Alberghiere (H063).txt,57619,0.0005,clean
17882,I14B,"CCNL Logistica, trasporti merci e spedizioni","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di integrazione eo modifica del CCNL logistica, trasporto merci e spedizioni (I14B).txt",9257,0.0014,clean
17953,HV51,CCNL per i dipendenti di Istituti ed Imprese di Vigilanza privata e servizi fiduciari,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti di istituti ed imprese di vigilanza privata e servizi fiduciari (HV51).txt,201844,0.0021,clean
18603,G033,"CCNL per la regolamentazione del lavoro giornalistico nelle imprese di radiodiffusione sonora e televisiva di ambito locale, nelle imprese fornitrici di contenuti informativi operanti in ambito locale con tecnologia digitale e/o operanti attraverso canali",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/GIORNALISTI Radio televisione - imprese locali (G033).txt,6355,0.0,clean
17958,J241,Verbale di accordo nazionale sulle modalità di fruizione di congedo a favore delle donne vittime di violenza di genere,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo 21 marzo 2025 in materia di libertà sindacali (J241).txt,59535,0.0023,clean
17858,E015,Verbale integrativo all'Ipotesi di accordo per il rinnovo del CCNL Area Alimentazione-Panificazione del 23 febbraio 2017,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ALIMENTARISTI Artigiane (E015).txt,144309,0.0,clean
17920,E018,Verbale di integrazione dell'accordo di data 16 settembre 2016 per il rinnovo del CCNL per i lavoratori dipendenti della piccola e media industria alimentare,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti della piccola e media industria alimentare (E018).txt,310149,0.0229,noisy
17876,A00F,CCNL per gli operai agricoli e florovivaisti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per gli operai agricoli e florovivaisti (A00F).txt,141889,0.0056,clean
17877,A046,CCNL per gli addetti delle imprese del settore AGRICOLTURA delle Piccole e Medie Imprese,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per gli addetti delle imprese del settore AGRICOLTURA delle Piccole e Medie Imprese (A046).txt,215337,0.0044,clean
18374,A045,"CCNL delle aziende del settore Agricoltura, Micro, Piccole e Medie Imprese e Cooperative",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di adesione ai CCNL da valere su tutto il territorio nazionale (A045).txt,3195,0.0041,clean
17834,V246,Protocollo d'intesa per la sottoscizione dell'ESAARCO CCNL per i dipendenti degli Enti e delle Aziende del settore Olistico,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ESAARCO CCNL per i dipendenti da Enti, Aziende e Associazioni del settore Olistico (V246).txt",217570,0.0042,clean
