id_accordo,ccnl_code,titolo,txt_path,char_count,garbage_ratio,quality_bin
21010,V925,CCNL per i lavoratori dipendenti delle Associazioni Sindacali e degli Enti ad esse correlati,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Verbale integrativo del CCNL per i lavoratori dipendenti delle Organizzazioni Sindacali Nazionali e Territoriali, di rappresentanza e di categoria del (V925).txt",3166,0.0054,clean
21003,H16C,Accordo interconfederale per la modifica dell'art. 113 del CCNL intersettoriale con codice CNEL H16C,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo interconfederale per disciplinare la contribuzione del fondo di assistenza sanitario, in sigla Innova Care (H16C).txt",2797,0.0004,clean
20998,K595,"Accordo di rinnovo CCNL per i soci e i dipendenti delle cooperative esercenti servizi di rifacimento camere, pulizie, facchinaggio e manutenzione delle strutture ricettive turistico-alberghiere","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL di facility management per le imprese e i lavoratori dipendenti delle Cooperative esercenti servizi di rifacimento camere, pulizia, facchinaggio  (K595).txt",202856,0.0022,clean
20992,F08N,CCNL per i lavoratori impegnati nel settore edilizia e affini,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti da imprese artigiane edili e affini (F08N).txt,298995,0.0024,clean
20997,H076,"CCNL per il personale dipendente da imprese, enti e associazioni del settore sportivo e del benessere","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il personale dipendente da imprese, enti e associazioni del settore sportivo e del benessere (H076).txt",204816,0.0012,clean
20993,G02G,"CCNL per i dipendenti dei servizi innovativi, dell'informatica, aziende editoriali e delle comunicazioni grafiche",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL Innovazioni (G02G).txt,181820,0.0018,clean
20994,H44D,CCNL per i dipendenti degli studi professionali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti degli studi professionali (H44D).txt,220672,0.0017,clean
20984,C05A,Accordo integrativo al CCNL per i dipendenti del settore Metalmeccanica - Industria - Installazione impianti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo al CCNL per i dipendenti del settore Metalmeccanica - Industria - Installazione impianti (C05A).txt,5719,0.0759,noisy
20976,S225,CCNL dell'Area Sanità - triennio 2022-2024,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL dell'Area Sanità (S225).txt,394223,0.0057,clean
20975,S003,CCNL del personale dell'area Presidenza del Consiglio dei Ministri relativo al triennio 2019-2021,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/AREA VIII Dirigenti (Presidenza Consiglio Ministri) (S003).txt,168248,0.0001,clean
20985,E012,Disposizioni specifiche per gli addetti all'industria olearia e margariniera del CCNL dell'industria alimentare,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ALIMENTARISTI Industrie (E012).txt,451179,0.0002,clean
21015,V25B,CCNL Formazione Sicurezza e Macchine Industriali (FSMI),/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per la Formazione Sicurezza e Macchine Industriali (FSMI) (V25B).txt,158876,0.0045,clean
20973,S105,CCNL relativo al personale del Comparto Funzioni Locali triennio 2022-2024,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo tra l'Aran, le confederazioni rappresentative nei comparti di contrattazione e la FNSI per la specifica regolazione di raccordo del personale  (S105).txt",12527,0.02,noisy
20974,S125,CCNL relativo al personale dell'area delle Funzioni Locali triennio 2022-2024,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL relativo al personale dell'area delle Funzioni Locali triennio 2022-2024 (S125).txt,271224,0.0055,clean
20996,H50S,CCNL sulla disciplina del rapporto di lavoro domestico - Testo coordinato con le modifiche introdotte dall'Accordo integrativo del 18/02/2026,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo al CCNL sulla disciplina del rapporto di lavoro domestico (H50S).txt,31579,0.0046,clean
20995,H50S,Accordo integrativo al CCNL sulla disciplina del rapporto di lavoro domestico,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo al CCNL sulla disciplina del rapporto di lavoro domestico (H50S).txt,31579,0.0046,clean
20969,I241,"Accordo di rinnovo del CCNL 31 maggio 2023 per i dirigenti delle imprese di logistica, magazzini generali, terminal operators portuali, interportuali ed aeroportuali","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo Ponte CCNL 21 luglio 1995 e successive modifiche per i dirigenti delle imprese di logistica, magazzini generali, terminal operators portuali,  (I241).txt",2379,0.0164,clean
20957,H02X,"Verbale integrativo al CCNL Commercio, Terziario e Servizi","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL Commercio, Terziario e Servizi (H02X).txt",204593,0.0038,clean
20987,H02L,"CCNL per i dipendenti dei settori del Commercio, Terziario, Servizi e Pubblici Esercizi","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da aziende del settore del Commercio, Terziario e Servizi (H02L).txt",699664,0.002,clean
20989,H05E,"CCNL per i dipendenti dei settori del turismo, ospitalità e pubblici esercizi",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ESAARCO CCNL per i dipendenti delle aziende del settore turismo (H05E).txt,569994,0.0042,clean
20988,I160,"CCNL per i dipendenti dei settori logistica, trasporto merci, spedizioni, della distribuzione e dei servizi logistici integrati","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ESAARCO CCNL per i dipendenti da imprese di spedizione, autotrasporto merci e logistica (I160).txt",309674,0.0041,clean
20948,D11A,Accordo integrativo e di rinnovo al CCNL per i dipendenti delle Aziende Artigiane del Settore Pelletteria,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo al CCNL per i dipendenti delle Aziende Artigiane del Settore Pelletteria (D11A).txt,85404,0.0039,clean
20949,D11A,CCNL per i dipendenti delle Aziende Artigiane del Settore Pelletteria - Testo coordinato con le modifiche introdotte dall'accordo integrativo e di rinnovo del 03/02/2026,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo al CCNL per i dipendenti delle Aziende Artigiane del Settore Pelletteria (D11A).txt,85404,0.0039,clean
20943,C058,Accordo di rinnovo del CCNL per le aziende metalmeccaniche private e di installazione impianti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo del CCNL per le aziende metalmeccaniche private e di installazione impianti (C058).txt,12934,0.0094,clean
20944,C058,CCNL per le aziende metalmeccaniche private e di installazione impianti - Testo coordinato con le modifiche introdotte dall'accordo di rinnovo del 02/02/2026,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo del CCNL per le aziende metalmeccaniche private e di installazione impianti (C058).txt,12934,0.0094,clean
20946,V167,CCNL per i dipendenti da Aziende esercenti attività dell'Artigianato e Piccole e Medie Industrie,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da Aziende esercenti attività dell'Artigianato e Piccole e Medie Industrie (V167).txt,297545,0.0062,clean
20940,E071,Verbale di accordo per la definizione del contributo complessivo al sistema di bilateralità,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il personale imbarcato sulle navi adibite alla pesca marittima (E071).txt,137596,0.0058,clean
20945,K51F,"Accordo integrativo del CCNL per i lavoratori ed impiegati delle imprese operanti nel settore dei servizi di pulizia, multiservizi e attività affini","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori ed impiegati delle imprese operanti nel settore dei servizi di pulizia, multiservizi e attività affini (K51F).txt",288634,0.0022,clean
20942,H01H,"Verbale di accordo modificativo del CCNL per i dipendenti del terziario: attività collaterali al commercio, distribuzione e servizi anche in forma cooperativa","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti del terziario attività collaterali al commercio, distribuzione e servizi anche in forma cooperativa (H01H).txt",166302,0.0012,clean
20952,K601,5° CCNL del personale non dirigente della Sport e Salute e delle Federazioni Sportive Nazionali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/2° CCNL del personale non dirigente della CONI SERVIZI SPA e delle Federazioni sportive nazionali (K601).txt,230315,0.0055,clean
20941,T19H,Verbale di accordo di modifica del CCNL per i dipendenti delle Associazioni ed altre Organizzazioni del Terzo Settore,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle Associazioni ed altre Organizzazioni del Terzo Settore (T19H).txt,109798,0.002,clean
20970,H402,Rinnovo del CCNL per i dipendenti da proprietari di fabbricati,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da proprietari di fabbricati (H402).txt,42059,0.0059,clean
20965,H682,"Accordo integrativo nazionale del CCNL per i dirigenti, quadri, impiegati ed operai dei servizi di marketing operativo in vigore dal 01 gennaio 2025 al 31 dicembre 2027, in materia di trattamento di fine rapporto per i lavoratori intermittenti",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti di aziende e cooperative esercenti attività nel settore del MARKETING (H682).txt,410920,0.0063,clean
20977,V719,Verbale di accordo sul rinnovo del CCNL Servizi Ausiliari Integrati del 29/10/2021,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo interconfederale welfare aziendale e premi di risultato CCNL Servizi Ausiliari alle Collettività, alle Aziende e alle Persone (V719).txt",4448,0.0117,clean
20924,G099,Accordo sul Rinnovo del CCNL per i lavoratori amministrativi e tecnici delle imprese radiotelevisive locali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo sul Rinnovo del CCNL per i lavoratori amministrativi e tecnici delle imprese radiotelevisive locali (G099).txt,91558,0.0041,clean
20922,T111,"Verbale di accordo integrativo del CCNL AGIDAE per istituti Socio-Sanitari, Assistenziali, Educativi 2023/2025",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo sindacale (T111).txt,1801,0.0039,clean
20983,B371,"Accordo di sottoscrizione per adesione dell'ipotesi di accordo del 10 dicembre 2025 di rinnovo del CCNL per gli addetti all'industria della gomma, cavi elettrici ed affini e all'industria delle materie plastiche","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo 26 gennaio 2023 di rinnovo del CCNL 16 settembre 2020 per gli addetti all'industria della gomma, cavi elettrici ed affini e all'industria dell (B371).txt",36836,0.0052,clean
20999,G091,"CCNL per i dipendenti di imprese radiotelevisive, multimediali e multipiattaforma",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo 16 febbraio 2011 di rinnovo del CCNL per le imprese radiotelevisive private (G091).txt,29312,0.006,clean
20913,H02P,"CCNL per i dipendenti delle micro, piccole e medie imprese aziende del settore terziario, commercio e servizi","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle micro, piccole e medie imprese aziende del settore terziario, commercio e servizi (H02P).txt",373295,0.0012,clean
20972,S305,CCNL del personale del comparto Istruzione e Ricerca - triennio 2022-2024,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo sulla regolamentazione inerente alle modalità di espressione della volontà di adesione al Fondo Espero, anche mediante forme di silenzio-assen (S305).txt",14195,0.0108,clean
20917,H061,Accordo di rinnovo del CCNL 28 novembre 20223 per i dirigenti di aziende alberghiere,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ALBERGHI Dirigenti (H061).txt,110697,0.0,clean
20916,I112,"Accordo di rinnovo del CCNL 18 maggio 2023 per i dirigenti di aziende di autotrasporto e spedizione merci, di servizi logistici e di trasporto combinato",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/AUTOTRASPORTI Dirigenti (I112).txt,51940,0.0,clean
20911,ID11,"CCNL per il personale da imprese esercenti servizi in appalto per conto dell'Amministrazione della Difesa, Interni, Giustizia, Forze dell'Ordine e Amministrazioni militari",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CARICO E SCARICO (per Ministero Difesa) (ID11).txt,87283,0.0009,clean
20914,H03F,"CCNL per i dipendenti da Aziende esercenti attività del Commercio, Turismo e Servizi","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da Aziende esercenti attività del Commercio, Turismo e Servizi (H03F).txt",224487,0.0038,clean
20978,K521,"Ipotesi di accordo per il rinnovo del CCNL per i dipendenti dalle imprese artigiane esercenti servizi di pulizia, disinfezione, disinfestazione, derattizzazione e sanificazione","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle imprese artigiane esercenti Servizi di pulizia, Disinfezione, Disinfestazione, Derattizzazione e Sanificazione (K521).txt",153174,0.0019,clean
20902,H04C,CCNL per i dipendenti del turismo e pubblici esercizi,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti delle Micro, Piccole e Medie Imprese esercenti attività nel settore del TURISMO - Sistema commercio e impresa (H04C).txt",157663,0.0026,clean
20901,H475,"Accordo di rinnovo del CCNL per i dipendenti di Studi Professionali che amministrano condomini o immobili, Società di Servizi Integrati alla proprietà immobiliare",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti di Studi Professionali che amministrano condomini o immobili Società di Servizi Integrati alla proprietà immobiliare (H475).txt,345878,0.0038,clean
20909,A00R,CCNL per gli operai e impiegati agricoli e florovivaisti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per gli operai e impiegati agricoli e florovivaisti (A00R).txt,165516,0.0051,clean
20906,H561,"CCNL per i dipendenti da famiglie e datori di lavoro domestico - Colf, Badanti e Baby Sitter","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da famiglie e datori di lavoro domestico - Colf, Badanti e Baby Sitter (H561).txt",36501,0.0051,clean
20982,B371,"Ipotesi di Accordo per il rinnovo del CCNL 26 gennaio 2023 per gli addetti all'industria della gomma, cavi elettrici ed affini e all'industria delle materie plastiche","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo 26 gennaio 2023 di rinnovo del CCNL 16 settembre 2020 per gli addetti all'industria della gomma, cavi elettrici ed affini e all'industria dell (B371).txt",36836,0.0052,clean
20981,B371,"Ipotesi di Accordo per il rinnovo del CCNL 26 gennaio 2023 per gli addetti all'industria della gomma, cavi elettrici ed affini e all'industria delle materie plastiche","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo 26 gennaio 2023 di rinnovo del CCNL 16 settembre 2020 per gli addetti all'industria della gomma, cavi elettrici ed affini e all'industria dell (B371).txt",36836,0.0052,clean
20918,T054,"CCNL per il personale della dirigenza medica della Fondazione Policlinico Universitario Agostino Gemelli"" IRCCS""",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 2020-2022 per la dirigenza medica della Fondazione Policlinico Universitario Agostino Gemelli IRCCS (T054).txt,219229,0.0046,clean
20912,T279,CCNL FIDEF per il personale di corsi di istruzione e cultura degli Enti gestori aderenti alla FIDEF,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo del CCNL FIDEF 2022-2025 (T279).txt,2989,0.0003,clean
20938,A181,Accordo per il rinnovo del CCNL per gli addetti ai lavori di sistemazione idraulico-forestale e idraulico-agraria scaduto il 31 dicembre 2024,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL addetti lavori sistemazione idraulico-forestale e idraulico-agraria IPOTESI DI ACCORDO 7 dicembre 2010 (A181).txt,25450,0.0058,clean
20933,B104,Verbale di adesione al CCNL Concia Pelli e Cuoio,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dirigenti, quadri, impiegati e operai dipendenti del settore Concia Pelli e Cuoio (B104).txt",888687,0.0068,clean
20934,B104,Verbale di adesione al CCNL Concia Pelli e Cuoio,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dirigenti, quadri, impiegati e operai dipendenti del settore Concia Pelli e Cuoio (B104).txt",888687,0.0068,clean
20935,B104,Verbale di adesione al CCNL Concia Pelli e Cuoio,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dirigenti, quadri, impiegati e operai dipendenti del settore Concia Pelli e Cuoio (B104).txt",888687,0.0068,clean
20905,H03K,"CCNL per i dipendenti da imprese della distribuzione cooperativa (terziario, distribuzione e servizi)","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da imprese della distribuzione cooperativa (terziario, distribuzione e servizi) (H03K).txt",229781,0.0042,clean
20895,V762,CCNL FINTECH,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL FINTECH (V762).txt,414891,0.0039,clean
20907,J2E7,CCNL per i dipendenti dei settori del credito - finanza - assicurazioni,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti dei settori del credito - finanza - assicurazioni (J2E7).txt,242818,0.0035,clean
20896,J126,CCNL per il personale amministrativo e produttivo delle agenzie di assicurazione in gestione libera aderenti all'Associazione nazionale agenzie societarie Unipol Assicurazioni e alla Lega Nazionale Cooperative e Mutue,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ASSICURAZIONI Cooperative e Confesercenti (J126).txt,107197,0.0012,clean
20889,T149,CCNL per i dipendenti delle cooperative sociali e loro consorzi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle cooperative sociali e loro consorzi (T149).txt,193051,0.0025,clean
20926,E01L,CCNL per il settore Alimentare,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL Alimentaristi (E01L).txt,164896,0.0015,clean
20886,V236,CCNL STEM e Professioni Innovative,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL STEM e Professioni Innovative (V236).txt,81889,0.0033,clean
20898,H03A,"Accordo integrativo del CCNL Commercio, Terziario, Distribuzione, Servizi, Pubblici Esercizi e Turismo","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo economico del CCNL intersettoriale - Commercio, Terziario, Distribuzione, Servizi, Pubblici Esercizi e Turismo (H03A).txt",2088,0.0062,clean
20891,H601,"Accordo di adesione di Unilavoro PMI al CCNL per i dipendenti di Centri Elaborazione Dati (CED), imprese ICT, professioni digitali e STP",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da Centri Elaborazione Dati (H601).txt,199364,0.002,clean
20873,T15A,CCNL per i dipendenti dei Laboratori di Analisi Cliniche e dei Centri Poliambulatoriali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti dei Laboratori di Analisi Cliniche e dei Centri Poliambulatoriali (T15A).txt,310655,0.0121,clean
20888,H021,"Integrazione all'Ipotesi di Accordo del 5 novembre 2025 di rinnovo del CCNL 12 aprile 2023 e successive modifiche per i dirigenti di aziende del terziario, della distribuzione e dei servizi",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo Ponte CCNL 27 maggio 2004 per i dirigenti di aziende del terziario della distribuzione e dei servizi (H021).txt,2126,0.0141,clean
20899,K411,Ipotesi di accordo per il rinnovo del CCNL per il personale dipendente da imprese esercenti servizi di telecomunicazione,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo collettivo per la disciplina delle collaborazioni nelle attività di vendita di beni e servizi e di recupero crediti realizzati attraverso call (K411).txt,13151,0.0043,clean
20900,K411,Ipotesi di accordo per il rinnovo del CCNL per il personale dipendente da imprese esercenti servizi di telecomunicazione,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo collettivo per la disciplina delle collaborazioni nelle attività di vendita di beni e servizi e di recupero crediti realizzati attraverso call (K411).txt,13151,0.0043,clean
20887,H021,"Ipotesi di Accordo di rinnovo del CCNL 12 aprile 2023 e successive modifiche per i dirigenti di aziende del terziario, della distribuzione e dei servizi",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo Ponte CCNL 27 maggio 2004 per i dirigenti di aziende del terziario della distribuzione e dei servizi (H021).txt,2126,0.0141,clean
20883,H16H,"CCNL per il settore del commercio, turismo e servizi terziari","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il settore del commercio, turismo e servizi terziari (H16H).txt",156682,0.0039,clean
20872,H50V,CCNL per il personale dipendente del Settore Domestico,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il personale dipendente del Settore Domestico (H50V).txt,100018,0.0008,clean
20876,H475,Accordo sull'indennità di vacanza contrattuale CCNL per i dipendenti di Studi Professionali che amministrano condomini o immobili Società di Servizi Integrati alla proprietà immobiliare,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti di Studi Professionali che amministrano condomini o immobili Società di Servizi Integrati alla proprietà immobiliare (H475).txt,345878,0.0038,clean
20920,H401,Accordo di rinnovo del CCNL per i dipendenti da proprietari di fabbricati,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo del CCNL per i dipendenti da proprietari di fabbricati (H401).txt,4196,0.0043,clean
20921,H401,Accordo di rinnovo del CCNL per i dipendenti da proprietari di fabbricati,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo del CCNL per i dipendenti da proprietari di fabbricati (H401).txt,4196,0.0043,clean
20919,H401,Ipotesi di accordo di rinnovo del CCNL per i dipendenti da proprietari di fabbricati,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo del CCNL per i dipendenti da proprietari di fabbricati (H401).txt,4196,0.0043,clean
20875,A00C,CCNL per i lavoratori agricoli e florovivaisti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per gli operai agricoli e florovivaisti (A00C).txt,122182,0.0023,clean
20858,S000,CCNL del personale del comparto autonomo della Presidenza del Consiglio dei Ministri relativo al triennio 2019-2021,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo tra l'Aran, le confederazioni rappresentative nei comparti di contrattazione e la FNSI per la specifica regolazione di raccordo del personale  (S000).txt",12527,0.02,noisy
20865,T27A,"CCNL per il personale direttivo - docente - non docente delle istituzioni di alta cultura, università ed accademie legalmente riconosciute","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il personale docente - non docente con rapporto di lavoro subordinato delle istituzioni di alta cultura, università ed accademie, legalmente  (T27A).txt",68311,0.0024,clean
20857,S025,CCNL relativo al personale dell'Area Funzioni Centrali triennio 2022-2024,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL relativo al personale dell'Area Funzioni Centrali triennio 2022-2024 (S025).txt,226977,0.0056,clean
20866,T255,"CCNL Scuola non Statale per il personale direttivo, docente, non docente delle istituzioni scolastiche paritarie","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL subordinato personale direttivo, docente, non docente Scuole non Statali (T255).txt",71396,0.0054,clean
20862,C053,Accordo di rinnovo economico del CCNL addetti all'industria metalmeccanica privata e alla installazione impianti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo economico del CCNL addetti all'industria metalmeccanica privata e alla installazione impianti (C053).txt,2798,0.0311,noisy
20863,C067,"Accordo di rinnovo economico del CCNL per gli addetti alla Piccola e Media Industria Metalmeccanica, Orafa e alla Installazione Impianti","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo e modificativo del CCNL per gli addetti alla Piccola e Media Industria Metalmeccanica, Orafa e alla Installazione Impianti del 250 (C067).txt",3697,0.006,clean
20885,E072,Verbale di accordo ponte per il 2025 CCNL per gli imbarcati su natanti di cooperative di pesca,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per gli imbarcati su natanti di cooperative di pesca (E072).txt,69884,0.0034,clean
20860,K545,Accordo di rinnovo economico del CCNL IGIENE AMBIENTALE - Aziende Private e Municipalizzate,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo economico del CCNL IGIENE AMBIENTALE - Aziende Private e Municipalizzate (K545).txt,2836,0.0282,noisy
20859,K574,Accordo di rinnovo economico del CCNL Multiservizi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo economico del CCNL Multiservizi (K574).txt,3064,0.0277,noisy
20861,I170,"Accordo di rinnovo economico del CCNL per la distribuzione delle merci, della logistica e dei servizi privati","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo economico del CCNL per la distribuzione delle merci, della logistica e dei servizi privati (I170).txt",4019,0.0211,noisy
20856,S205,CCNL relativo al personale del Comparto Sanità,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo tra l'Aran, le confederazioni rappresentative nei comparti di contrattazione e la FNSI per la specifica regolazione di raccordo del personale  (S205).txt",12527,0.02,noisy
20879,V750,Ipotesi di Accordo per il rinnovo del CCNL per i dipendenti della Piccola e Media Industria MODA - CHIMICA CERAMICA - DECORAZIONE PIASTRELLE IN TERZO FUOCO,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti della Piccola e Media Industria MODA - CHIMICA CERAMICA - DECORAZIONE PIASTRELLE IN TERZO FUOCO (V750).txt,109658,0.0017,clean
20850,H03A,"CCNL intersettoriale - Commercio, Terziario, Distribuzione, Servizi, Pubblici Esercizi e Turismo - testo coordinato che recepisce le integrazioni degli accordi integrativi del 23/09/2025 e del 20/10/2025","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo economico del CCNL intersettoriale - Commercio, Terziario, Distribuzione, Servizi, Pubblici Esercizi e Turismo (H03A).txt",2088,0.0062,clean
20848,H03A,"Accordo di rinnovo economico del CCNL intersettoriale - Commercio, Terziario, Distribuzione, Servizi, Pubblici Esercizi e Turismo","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo economico del CCNL intersettoriale - Commercio, Terziario, Distribuzione, Servizi, Pubblici Esercizi e Turismo (H03A).txt",2088,0.0062,clean
20851,F015,Stesura definitiva del CCNL per i lavoratori dipendenti delle imprese artigiane e delle piccole e medie imprese industriali dell'edilizia e affini del 20 maggio 2025,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo del CCNL 30 gennaio 2020 per i lavoratori dipendenti delle imprese artigiane e delle piccole e medie imprese industriali dell'edili (F015).txt,48832,0.0048,clean
20882,I480,CCNL per i dipendenti RINA,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti RINA (I480).txt,169221,0.0052,clean
20827,T27X,Accordo integrativo per l'istituzione della 14° mensilità al CCNL Enti di Formazione,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo per l'istituzione della 14° mensilità al CCNL Enti di Formazione (T27X).txt,3579,0.0045,clean
